enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > FINISHED PRODUCTS,PRODUCT > CITRUS FRUIT,2,41,569,11811,5.0,5.0,1.0
PRODUCT > NUT SNACK,PRODUCT > CITRUS FRUIT,1,20,569,11811,5.0,5.0,1.0
PRODUCT > HERBS,PRODUCT > CITRUS FRUIT,5,108,569,11811,5.0,5.0,1.0
PRODUCT > DENTAL CARE,PRODUCT > DISH CLEANER,2,38,71,11811,5.0,1.0,8.8
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > FROZEN MEALS,3,55,186,11811,5.0,2.0,3.5
PRODUCT > DOG FOOD,PRODUCT > BOTTLED WATER,3,55,678,11811,5.0,6.0,1.0
PRODUCT > LIGHT BULBS,"PRODUCT > CREAM CHEESE ",1,21,284,11811,5.0,2.0,2.0
PRODUCT > VINEGAR,"PRODUCT > CREAM CHEESE ",2,42,284,11811,5.0,2.0,2.0
PRODUCT > SLICED CHEESE,PRODUCT > DOMESTIC EGGS,8,166,437,11811,5.0,4.0,1.3
PRODUCT > MAYONNAISE,PRODUCT > DOMESTIC EGGS,3,66,437,11811,5.0,4.0,1.2
PRODUCT > MUSTARD,PRODUCT > DOMESTIC EGGS,4,84,437,11811,5.0,4.0,1.3
PRODUCT > POT PLANTS,PRODUCT > SHOPPING BAGS,4,76,438,11811,5.0,4.0,1.4
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SHOPPING BAGS,9,171,438,11811,5.0,4.0,1.4
PRODUCT > NAPKINS,PRODUCT > SHOPPING BAGS,13,281,438,11811,5.0,4.0,1.2
PRODUCT > SKIN CARE,PRODUCT > SHOPPING BAGS,1,22,438,11811,5.0,4.0,1.2
PRODUCT > CHOCOLATE,PRODUCT > SHOPPING BAGS,13,270,438,11811,5.0,4.0,1.3
PRODUCT > DISH CLEANER,PRODUCT > SHOPPING BAGS,3,62,438,11811,5.0,4.0,1.3
PRODUCT > DOG FOOD,PRODUCT > SHOPPING BAGS,3,55,438,11811,5.0,4.0,1.5
PRODUCT > NEWSPAPERS,PRODUCT > SHOPPING BAGS,20,378,438,11811,5.0,4.0,1.4
PRODUCT > NUTS/PRUNES,PRODUCT > SHOPPING BAGS,1,22,438,11811,5.0,4.0,1.2
PRODUCT > CANNED BEER,PRODUCT > SHOPPING BAGS,17,310,438,11811,5.0,4.0,1.5
PRODUCT > LIGHT BULBS,PRODUCT > SHOPPING BAGS,1,21,438,11811,5.0,4.0,1.3
PRODUCT > JAM,PRODUCT > SLICED CHEESE,2,40,171,11811,5.0,1.0,3.5
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SPECIALTY BAR,8,171,150,11811,5.0,1.0,3.7
PRODUCT > LIGHT BULBS,PRODUCT > SPECIALTY BAR,1,21,150,11811,5.0,1.0,3.7
PRODUCT > LIGHT BULBS,PRODUCT > SWEET SPREADS,1,21,58,11811,5.0,0.0,9.7
PRODUCT > NUTS/PRUNES,PRODUCT > CONDENSED MILK,1,22,67,11811,5.0,1.0,8.0
PRODUCT > SNACK PRODUCTS,PRODUCT > FROZEN DESSERT,1,21,73,11811,5.0,1.0,7.7
PRODUCT > LIGHT BULBS,PRODUCT > KITCHEN TOWELS,1,21,35,11811,5.0,0.0,16.1
PRODUCT > DENTAL CARE,PRODUCT > KITCHEN TOWELS,2,38,35,11811,5.0,0.0,17.8
PRODUCT > SYRUP,PRODUCT > RED/BLUSH WINE,1,21,101,11811,5.0,1.0,5.6
PRODUCT > LIGHT BULBS,PRODUCT > BATHROOM CLEANER,1,21,9,11811,5.0,0.0,62.5
PRODUCT > FLOWER (SEEDS),PRODUCT > HYGIENE ARTICLES,2,43,176,11811,5.0,1.0,3.1
PRODUCT > LIGHT BULBS,PRODUCT > HYGIENE ARTICLES,1,21,176,11811,5.0,1.0,3.2
PRODUCT > DENTAL CARE,PRODUCT > HYGIENE ARTICLES,2,38,176,11811,5.0,1.0,3.5
PRODUCT > NAPKINS,PRODUCT > HYGIENE ARTICLES,14,281,176,11811,5.0,1.0,3.3
PRODUCT > SKIN CARE,PRODUCT > SPECIALTY CHEESE,1,22,59,11811,5.0,0.0,9.1
PRODUCT > NUT SNACK,PRODUCT > SPECIALTY CHEESE,1,20,59,11811,5.0,0.0,10.0
PRODUCT > SNACK PRODUCTS,PRODUCT > CANNED VEGETABLES,1,21,72,11811,5.0,1.0,7.8
PRODUCT > FROZEN FISH,PRODUCT > FROZEN VEGETABLES,4,83,313,11811,5.0,3.0,1.8
PRODUCT > PROCESSED CHEESE,PRODUCT > FROZEN VEGETABLES,6,110,313,11811,5.0,3.0,2.1
PRODUCT > JAM,PRODUCT > FROZEN VEGETABLES,2,40,313,11811,5.0,3.0,1.9
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > FROZEN VEGETABLES,3,55,313,11811,5.0,3.0,2.1
PRODUCT > JAM,PRODUCT > PICKLED VEGETABLES,2,40,123,11811,5.0,1.0,4.8
"PRODUCT > CREAM CHEESE ",PRODUCT > WHIPPED/SOUR CREAM,13,281,491,11811,5.0,4.0,1.1
PRODUCT > BERRIES,PRODUCT > WHIPPED/SOUR CREAM,11,223,491,11811,5.0,4.0,1.2
PRODUCT > SPECIALTY CHEESE,PRODUCT > WHIPPED/SOUR CREAM,3,62,491,11811,5.0,4.0,1.2
PRODUCT > YOGURT,PRODUCT > WHIPPED/SOUR CREAM,45,938,491,11811,5.0,4.0,1.2
PRODUCT > DOMESTIC EGGS,PRODUCT > WHIPPED/SOUR CREAM,24,444,491,11811,5.0,4.0,1.3
PRODUCT > DOG FOOD,PRODUCT > SEMI-FINISHED BREAD,3,55,122,11811,5.0,1.0,5.3
PRODUCT > SYRUP,PRODUCT > SEMI-FINISHED BREAD,1,21,122,11811,5.0,1.0,4.6
PRODUCT > SWEET SPREADS,PRODUCT > SEMI-FINISHED BREAD,3,55,122,11811,5.0,1.0,5.3
PRODUCT > LIGHT BULBS,PRODUCT > SPECIALTY CHOCOLATE,1,21,170,11811,5.0,1.0,3.3
PRODUCT > DENTAL CARE,PRODUCT > SPECIALTY CHOCOLATE,2,38,170,11811,5.0,1.0,3.7
PRODUCT > LIGHT BULBS,PRODUCT > FRUIT/VEGETABLE JUICE,1,21,445,11811,5.0,4.0,1.3
PRODUCT > SNACK PRODUCTS,PRODUCT > FRUIT/VEGETABLE JUICE,1,21,445,11811,5.0,4.0,1.3
PRODUCT > MISC. BEVERAGES,PRODUCT > FRUIT/VEGETABLE JUICE,9,165,445,11811,5.0,4.0,1.4
PRODUCT > DOG FOOD,PRODUCT > FRUIT/VEGETABLE JUICE,3,55,445,11811,5.0,4.0,1.4
PRODUCT > CANDY,PRODUCT > FRUIT/VEGETABLE JUICE,9,170,445,11811,5.0,4.0,1.4
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > FRUIT/VEGETABLE JUICE,11,224,445,11811,5.0,4.0,1.3
PRODUCT > CLING FILM/BAGS,PRODUCT > FRUIT/VEGETABLE JUICE,3,65,445,11811,5.0,4.0,1.2
PRODUCT > SKIN CARE,PRODUCT > FRUIT/VEGETABLE JUICE,1,22,445,11811,5.0,4.0,1.2
PRODUCT > SKIN CARE,PRODUCT > INSTANT FOOD PRODUCTS,1,22,56,11811,5.0,0.0,9.6
PRODUCT > FLOWER (SEEDS),PRODUCT > FLOWER SOIL/FERTILIZER,2,43,7,11811,5.0,0.0,78.5
PRODUCT > LIGHT BULBS,PRODUCT > LONG LIFE BAKERY PRODUCT,1,21,237,11811,5.0,2.0,2.4
PRODUCT > NUT SNACK,PRODUCT > LONG LIFE BAKERY PRODUCT,1,20,237,11811,5.0,2.0,2.5
PRODUCT > WAFFLES,PRODUCT > LONG LIFE BAKERY PRODUCT,12,224,237,11811,5.0,2.0,2.7
"PRODUCT > ROLL PRODUCTS ",PRODUCT > OIL,4,67,185,11811,6.0,2.0,3.8
PRODUCT > KETCHUP,PRODUCT > OIL,2,35,185,11811,6.0,2.0,3.6
PRODUCT > BATHROOM CLEANER,PRODUCT > TEA,1,16,28,11811,6.0,0.0,26.4
PRODUCT > HERBS,PRODUCT > BEEF,6,108,346,11811,6.0,3.0,1.9
PRODUCT > FISH,PRODUCT > BEEF,1,18,346,11811,6.0,3.0,1.9
PRODUCT > TIDBITS,PRODUCT > BEEF,1,18,346,11811,6.0,3.0,1.9
PRODUCT > SOFT CHEESE,PRODUCT > CURD,7,120,385,11811,6.0,3.0,1.8
PRODUCT > ORGANIC SAUSAGE,PRODUCT > MEAT,1,16,181,11811,6.0,2.0,4.1
PRODUCT > TIDBITS,PRODUCT > MEAT,1,18,181,11811,6.0,2.0,3.6
PRODUCT > ORGANIC SAUSAGE,PRODUCT > PORK,1,16,406,11811,6.0,3.0,1.8
PRODUCT > BATHROOM CLEANER,PRODUCT > SOAP,1,16,14,11811,6.0,0.0,52.7
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > CANDY,3,47,167,11811,6.0,1.0,4.5
PRODUCT > PHOTO/FILM,PRODUCT > CANDY,2,35,167,11811,6.0,1.0,4.0
PRODUCT > RICE,PRODUCT > FLOUR,3,50,123,11811,6.0,1.0,5.8
PRODUCT > SAUCES,PRODUCT > SOUPS,2,36,42,11811,6.0,0.0,15.6
PRODUCT > FLOUR,PRODUCT > SUGAR,7,123,229,11811,6.0,2.0,2.9
PRODUCT > KETCHUP,PRODUCT > BUTTER,2,35,387,11811,6.0,3.0,1.7
PRODUCT > TIDBITS,PRODUCT > COFFEE,1,18,346,11811,6.0,3.0,1.9
PRODUCT > MALE COSMETICS,PRODUCT > COFFEE,2,31,346,11811,6.0,3.0,2.2
PRODUCT > PROSECCO,PRODUCT > DISHES,1,16,86,11811,6.0,1.0,8.6
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > LIQUOR,3,47,63,11811,6.0,1.0,12.0
PRODUCT > FISH,PRODUCT > LIQUOR,1,18,63,11811,6.0,1.0,10.4
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > PASTRY,7,122,578,11811,6.0,5.0,1.2
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > PASTRY,3,52,578,11811,6.0,5.0,1.2
PRODUCT > RUM,PRODUCT > PASTRY,2,31,578,11811,6.0,5.0,1.3
PRODUCT > CANDLES,PRODUCT > PASTRY,3,48,578,11811,6.0,5.0,1.3
PRODUCT > INSTANT COFFEE,PRODUCT > PASTRY,3,48,578,11811,6.0,5.0,1.3
PRODUCT > TIDBITS,PRODUCT > PASTRY,1,18,578,11811,6.0,5.0,1.1
PRODUCT > BATHROOM CLEANER,PRODUCT > PASTRY,1,16,578,11811,6.0,5.0,1.3
PRODUCT > ORGANIC SAUSAGE,PRODUCT > TURKEY,1,16,61,11811,6.0,1.0,12.1
PRODUCT > ORGANIC SAUSAGE,PRODUCT > CHICKEN,1,16,299,11811,6.0,3.0,2.5
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > CLEANER,2,35,30,11811,6.0,0.0,22.5
PRODUCT > ORGANIC SAUSAGE,PRODUCT > MUSTARD,1,16,84,11811,6.0,1.0,8.8
PRODUCT > POTATO PRODUCTS,PRODUCT > NAPKINS,1,18,293,11811,6.0,2.0,2.2
PRODUCT > SPECIALTY BAR,PRODUCT > NAPKINS,8,144,293,11811,6.0,2.0,2.2
PRODUCT > CITRUS FRUIT,PRODUCT > SAUSAGE,34,586,663,11811,6.0,6.0,1.0
PRODUCT > MEAT,PRODUCT > SAUSAGE,11,178,663,11811,6.0,6.0,1.1
PRODUCT > ORGANIC SAUSAGE,PRODUCT > SAUSAGE,1,16,663,11811,6.0,6.0,1.1
PRODUCT > POTATO PRODUCTS,PRODUCT > WAFFLES,1,18,230,11811,6.0,2.0,2.9
PRODUCT > BATHROOM CLEANER,PRODUCT > WAFFLES,1,16,230,11811,6.0,2.0,3.2
PRODUCT > SAUCES,PRODUCT > PET CARE,2,36,59,11811,6.0,0.0,11.1
PRODUCT > FISH,PRODUCT > UHT-MILK,1,18,234,11811,6.0,2.0,2.8
PRODUCT > SOFTENER,PRODUCT > CHOCOLATE,2,32,299,11811,6.0,3.0,2.5
PRODUCT > DISHES,PRODUCT > CHOCOLATE,5,80,299,11811,6.0,3.0,2.5
PRODUCT > CANDY,PRODUCT > CHOCOLATE,10,170,299,11811,6.0,3.0,2.3
PRODUCT > KETCHUP,PRODUCT > CHOCOLATE,2,35,299,11811,6.0,3.0,2.3
PRODUCT > SOFTENER,PRODUCT > DETERGENT,2,32,112,11811,6.0,1.0,6.6
PRODUCT > PHOTO/FILM,PRODUCT > DETERGENT,2,35,112,11811,6.0,1.0,6.0
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > DETERGENT,3,51,112,11811,6.0,1.0,6.2
PRODUCT > PROSECCO,PRODUCT > ICE CREAM,1,16,149,11811,6.0,1.0,5.0
PRODUCT > TIDBITS,PRODUCT > ICE CREAM,1,18,149,11811,6.0,1.0,4.4
PRODUCT > BATHROOM CLEANER,PRODUCT > MARGARINE,1,16,377,11811,6.0,3.0,2.0
PRODUCT > CEREALS,PRODUCT > MARGARINE,2,35,377,11811,6.0,3.0,1.8
PRODUCT > SOFTENER,PRODUCT > MARGARINE,2,32,377,11811,6.0,3.0,2.0
PRODUCT > FISH,PRODUCT > MARGARINE,1,18,377,11811,6.0,3.0,1.7
PRODUCT > HAM,PRODUCT > PIP FRUIT,11,184,513,11811,6.0,4.0,1.4
PRODUCT > TIDBITS,PRODUCT > PIP FRUIT,1,18,513,11811,6.0,4.0,1.3
PRODUCT > ORGANIC SAUSAGE,PRODUCT > LIVER LOAF,1,16,43,11811,6.0,0.0,17.2
PRODUCT > TIDBITS,PRODUCT > MAYONNAISE,1,18,64,11811,6.0,1.0,10.3
PRODUCT > CANDLES,PRODUCT > NEWSPAPERS,3,48,394,11811,6.0,3.0,1.9
PRODUCT > CLING FILM/BAGS,PRODUCT > NEWSPAPERS,4,65,394,11811,6.0,3.0,1.8
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > NEWSPAPERS,3,51,394,11811,6.0,3.0,1.8
PRODUCT > LIQUOR (APPETIZER),PRODUCT > NEWSPAPERS,3,51,394,11811,6.0,3.0,1.8
PRODUCT > PROSECCO,PRODUCT > WHITE WINE,1,16,115,11811,6.0,1.0,6.4
PRODUCT > SEASONAL PRODUCTS,PRODUCT > BROWN BREAD,5,77,447,11811,6.0,4.0,1.7
PRODUCT > FISH,PRODUCT > BROWN BREAD,1,18,447,11811,6.0,4.0,1.5
PRODUCT > BATHROOM CLEANER,PRODUCT > CANNED BEER,1,16,312,11811,6.0,3.0,2.4
PRODUCT > BRANDY,PRODUCT > CANNED BEER,2,31,312,11811,6.0,3.0,2.4
PRODUCT > TIDBITS,PRODUCT > CANNED BEER,1,18,312,11811,6.0,3.0,2.1
PRODUCT > ORGANIC SAUSAGE,PRODUCT > CHEWING GUM,1,16,135,11811,6.0,1.0,5.5
PRODUCT > BATHROOM CLEANER,PRODUCT > DECALCIFIER,1,16,10,11811,6.0,0.0,73.8
PRODUCT > TIDBITS,PRODUCT > DENTAL CARE,1,18,36,11811,6.0,0.0,18.2
PRODUCT > CURD CHEESE,PRODUCT > HARD CHEESE,2,35,181,11811,6.0,2.0,3.7
PRODUCT > SAUCES,PRODUCT > SALTY SNACK,2,36,228,11811,6.0,2.0,2.9
PRODUCT > CEREALS,PRODUCT > SALTY SNACK,2,35,228,11811,6.0,2.0,3.0
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > SALTY SNACK,2,35,228,11811,6.0,2.0,3.0
PRODUCT > PROSECCO,PRODUCT > SOFT CHEESE,1,16,128,11811,6.0,1.0,5.8
PRODUCT > POTATO PRODUCTS,PRODUCT > WHITE BREAD,1,18,297,11811,6.0,3.0,2.2
PRODUCT > PROCESSED CHEESE,PRODUCT > WHITE BREAD,7,110,297,11811,6.0,3.0,2.5
PRODUCT > POTATO PRODUCTS,PRODUCT > BOTTLED BEER,1,18,416,11811,6.0,4.0,1.6
PRODUCT > WHITE WINE,PRODUCT > BOTTLED BEER,6,106,416,11811,6.0,4.0,1.6
PRODUCT > RUM,PRODUCT > BOTTLED BEER,2,31,416,11811,6.0,4.0,1.8
PRODUCT > POPCORN,PRODUCT > BOTTLED BEER,3,48,416,11811,6.0,4.0,1.8
PRODUCT > TIDBITS,PRODUCT > BOTTLED BEER,1,18,416,11811,6.0,4.0,1.6
PRODUCT > GRAPES,PRODUCT > CITRUS FRUIT,9,156,569,11811,6.0,5.0,1.2
PRODUCT > PIP FRUIT,PRODUCT > CITRUS FRUIT,31,511,569,11811,6.0,5.0,1.3
PRODUCT > PROSECCO,PRODUCT > CITRUS FRUIT,1,16,569,11811,6.0,5.0,1.3
PRODUCT > ONIONS,PRODUCT > CITRUS FRUIT,12,216,569,11811,6.0,5.0,1.2
PRODUCT > BEEF,PRODUCT > CITRUS FRUIT,21,363,569,11811,6.0,5.0,1.2
PRODUCT > MALE COSMETICS,PRODUCT > CITRUS FRUIT,2,31,569,11811,6.0,5.0,1.3
PRODUCT > FISH,PRODUCT > FROZEN MEALS,1,18,186,11811,6.0,2.0,3.5
PRODUCT > POTATO PRODUCTS,PRODUCT > FROZEN MEALS,1,18,186,11811,6.0,2.0,3.5
PRODUCT > RUM,PRODUCT > BAKING POWDER,2,31,118,11811,6.0,1.0,6.5
PRODUCT > LIQUOR (APPETIZER),PRODUCT > BOTTLED WATER,3,51,678,11811,6.0,6.0,1.0
PRODUCT > PROSECCO,PRODUCT > BOTTLED WATER,1,16,678,11811,6.0,6.0,1.1
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > BOTTLED WATER,26,456,678,11811,6.0,6.0,1.0
PRODUCT > COFFEE,PRODUCT > BOTTLED WATER,21,350,678,11811,6.0,6.0,1.0
PRODUCT > CAT FOOD,PRODUCT > BOTTLED WATER,9,156,678,11811,6.0,6.0,1.0
PRODUCT > SODA,PRODUCT > BOTTLED WATER,66,1026,678,11811,6.0,6.0,1.1
PRODUCT > BRANDY,PRODUCT > BOTTLED WATER,2,31,678,11811,6.0,6.0,1.1
PRODUCT > CANNED BEER,PRODUCT > BOTTLED WATER,18,310,678,11811,6.0,6.0,1.0
PRODUCT > RICE,PRODUCT > BOTTLED WATER,3,50,678,11811,6.0,6.0,1.0
PRODUCT > FISH,"PRODUCT > CREAM CHEESE ",1,18,284,11811,6.0,2.0,2.3
PRODUCT > SOFT CHEESE,PRODUCT > DOMESTIC EGGS,7,120,437,11811,6.0,4.0,1.6
PRODUCT > SOFTENER,PRODUCT > DOMESTIC EGGS,2,32,437,11811,6.0,4.0,1.7
PRODUCT > INSTANT COFFEE,PRODUCT > DOMESTIC EGGS,3,48,437,11811,6.0,4.0,1.7
PRODUCT > SPECIALTY CHEESE,PRODUCT > DOMESTIC EGGS,4,62,437,11811,6.0,4.0,1.7
PRODUCT > CANDY,PRODUCT > SHOPPING BAGS,11,170,438,11811,6.0,4.0,1.7
PRODUCT > CLING FILM/BAGS,PRODUCT > SHOPPING BAGS,4,65,438,11811,6.0,4.0,1.7
PRODUCT > MALE COSMETICS,PRODUCT > SHOPPING BAGS,2,31,438,11811,6.0,4.0,1.7
PRODUCT > PROSECCO,PRODUCT > SHOPPING BAGS,1,16,438,11811,6.0,4.0,1.7
PRODUCT > HOUSE KEEPING PRODUCTS,PRODUCT > FLOWER (SEEDS),3,51,45,11811,6.0,0.0,15.4
PRODUCT > KETCHUP,PRODUCT > HAMBURGER MEAT,2,35,224,11811,6.0,2.0,3.0
PRODUCT > POTATO PRODUCTS,PRODUCT > INSTANT COFFEE,1,18,43,11811,6.0,0.0,15.3
PRODUCT > CANDLES,PRODUCT > KITCHEN TOWELS,3,48,35,11811,6.0,0.0,21.1
PRODUCT > PHOTO/FILM,PRODUCT > RED/BLUSH WINE,2,35,101,11811,6.0,1.0,6.7
PRODUCT > PROSECCO,PRODUCT > RED/BLUSH WINE,1,16,101,11811,6.0,1.0,7.3
PRODUCT > FROZEN DESSERT,PRODUCT > TROPICAL FRUIT,4,67,739,11811,6.0,6.0,1.0
PRODUCT > PROSECCO,PRODUCT > MISC. BEVERAGES,1,16,153,11811,6.0,1.0,4.8
PRODUCT > BERRIES,PRODUCT > ROOT VEGETABLES,14,223,773,11811,6.0,7.0,1.0
PRODUCT > POTATO PRODUCTS,PRODUCT > ARTIF. SWEETENER,1,18,21,11811,6.0,0.0,31.2
PRODUCT > SOFTENER,PRODUCT > HYGIENE ARTICLES,2,32,176,11811,6.0,1.0,4.2
PRODUCT > PROSECCO,PRODUCT > HYGIENE ARTICLES,1,16,176,11811,6.0,1.0,4.2
PRODUCT > CLING FILM/BAGS,PRODUCT > HYGIENE ARTICLES,4,65,176,11811,6.0,1.0,4.1
PRODUCT > BATHROOM CLEANER,PRODUCT > HYGIENE ARTICLES,1,16,176,11811,6.0,1.0,4.2
PRODUCT > PHOTO/FILM,PRODUCT > HYGIENE ARTICLES,2,35,176,11811,6.0,1.0,3.8
PRODUCT > KETCHUP,PRODUCT > PROCESSED CHEESE,2,35,113,11811,6.0,1.0,6.0
PRODUCT > POTATO PRODUCTS,PRODUCT > PROCESSED CHEESE,1,18,113,11811,6.0,1.0,5.8
PRODUCT > MAYONNAISE,PRODUCT > FROZEN VEGETABLES,4,66,313,11811,6.0,3.0,2.3
PRODUCT > INSTANT COFFEE,PRODUCT > FROZEN VEGETABLES,3,48,313,11811,6.0,3.0,2.4
PRODUCT > BATHROOM CLEANER,PRODUCT > SEASONAL PRODUCTS,1,16,79,11811,6.0,1.0,9.3
PRODUCT > SOFT CHEESE,PRODUCT > WHIPPED/SOUR CREAM,7,120,491,11811,6.0,4.0,1.4
PRODUCT > CURD CHEESE,PRODUCT > WHIPPED/SOUR CREAM,2,35,491,11811,6.0,4.0,1.4
PRODUCT > POTATO PRODUCTS,PRODUCT > WHIPPED/SOUR CREAM,1,18,491,11811,6.0,4.0,1.3
PRODUCT > FISH,PRODUCT > SPECIALTY CHOCOLATE,1,18,170,11811,6.0,1.0,3.9
PRODUCT > BATHROOM CLEANER,PRODUCT > FRUIT/VEGETABLE JUICE,1,16,445,11811,6.0,4.0,1.7
PRODUCT > RED/BLUSH WINE,PRODUCT > FRUIT/VEGETABLE JUICE,7,118,445,11811,6.0,4.0,1.6
PRODUCT > SALTY SNACK,PRODUCT > FRUIT/VEGETABLE JUICE,12,208,445,11811,6.0,4.0,1.5
PRODUCT > BATHROOM CLEANER,PRODUCT > LONG LIFE BAKERY PRODUCT,1,16,237,11811,6.0,2.0,3.1
PRODUCT > POTATO PRODUCTS,PRODUCT > LONG LIFE BAKERY PRODUCT,1,18,237,11811,6.0,2.0,2.8
PRODUCT > FISH,PRODUCT > PACKAGED FRUIT/VEGETABLES,1,18,85,11811,6.0,1.0,7.7
PRODUCT > ORGANIC SAUSAGE,PRODUCT > PACKAGED FRUIT/VEGETABLES,1,16,85,11811,6.0,1.0,8.7
PRODUCT > LIVER LOAF,PRODUCT > BEEF,2,28,346,11811,7.0,3.0,2.4
PRODUCT > TURKEY,PRODUCT > MEAT,4,57,181,11811,7.0,2.0,4.6
PRODUCT > PUDDING POWDER,PRODUCT > SOUPS,1,14,42,11811,7.0,0.0,20.1
PRODUCT > BAKING POWDER,PRODUCT > SUGAR,8,117,229,11811,7.0,2.0,3.5
PRODUCT > PUDDING POWDER,PRODUCT > SUGAR,1,14,229,11811,7.0,2.0,3.7
PRODUCT > CONDENSED MILK,PRODUCT > COFFEE,5,70,346,11811,7.0,3.0,2.4
PRODUCT > VINEGAR,PRODUCT > PASTRY,3,42,578,11811,7.0,5.0,1.5
PRODUCT > LIVER LOAF,PRODUCT > TURKEY,2,28,61,11811,7.0,1.0,13.8
PRODUCT > SPARKLING WINE,PRODUCT > NAPKINS,2,29,293,11811,7.0,2.0,2.8
PRODUCT > HYGIENE ARTICLES,PRODUCT > NAPKINS,13,183,293,11811,7.0,2.0,2.9
PRODUCT > KITCHEN TOWELS,PRODUCT > NAPKINS,2,30,293,11811,7.0,2.0,2.7
PRODUCT > PUDDING POWDER,PRODUCT > WAFFLES,1,14,230,11811,7.0,2.0,3.7
PRODUCT > WAFFLES,PRODUCT > CHOCOLATE,16,224,299,11811,7.0,3.0,2.8
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > MARGARINE,8,122,377,11811,7.0,3.0,2.1
PRODUCT > MUSTARD,PRODUCT > MARGARINE,6,84,377,11811,7.0,3.0,2.2
PRODUCT > FLOWER (SEEDS),PRODUCT > MARGARINE,3,43,377,11811,7.0,3.0,2.2
PRODUCT > PUDDING POWDER,PRODUCT > MARGARINE,1,14,377,11811,7.0,3.0,2.2
PRODUCT > FLOUR,PRODUCT > MARGARINE,9,123,377,11811,7.0,3.0,2.3
PRODUCT > TROPICAL FRUIT,PRODUCT > PIP FRUIT,55,750,513,11811,7.0,4.0,1.7
PRODUCT > SPARKLING WINE,PRODUCT > BROWN BREAD,2,29,447,11811,7.0,4.0,1.8
PRODUCT > MEAT SPREADS,PRODUCT > BROWN BREAD,2,30,447,11811,7.0,4.0,1.8
PRODUCT > KITCHEN TOWELS,PRODUCT > CHEWING GUM,2,30,135,11811,7.0,1.0,5.8
PRODUCT > SPARKLING WINE,PRODUCT > CHEWING GUM,2,29,135,11811,7.0,1.0,6.0
PRODUCT > PUDDING POWDER,PRODUCT > SALTY SNACK,1,14,228,11811,7.0,2.0,3.7
PRODUCT > SPARKLING WINE,PRODUCT > WHITE BREAD,2,29,297,11811,7.0,3.0,2.7
PRODUCT > SPARKLING WINE,PRODUCT > BOTTLED BEER,2,29,416,11811,7.0,4.0,2.0
PRODUCT > PUDDING POWDER,PRODUCT > BOTTLED BEER,1,14,416,11811,7.0,4.0,2.0
PRODUCT > VINEGAR,PRODUCT > BOTTLED BEER,3,42,416,11811,7.0,4.0,2.0
PRODUCT > POT PLANTS,PRODUCT > BOTTLED BEER,5,76,416,11811,7.0,4.0,1.9
PRODUCT > MISC. BEVERAGES,PRODUCT > BOTTLED WATER,11,165,678,11811,7.0,6.0,1.2
PRODUCT > PUDDING POWDER,PRODUCT > BOTTLED WATER,1,14,678,11811,7.0,6.0,1.2
PRODUCT > BOTTLED BEER,PRODUCT > BOTTLED WATER,31,421,678,11811,7.0,6.0,1.3
PRODUCT > CANNED FRUIT,PRODUCT > BOTTLED WATER,2,27,678,11811,7.0,6.0,1.3
PRODUCT > MEAT SPREADS,"PRODUCT > CREAM CHEESE ",2,30,284,11811,7.0,2.0,2.8
PRODUCT > FLOWER (SEEDS),PRODUCT > SHOPPING BAGS,3,43,438,11811,7.0,4.0,1.9
PRODUCT > KITCHEN TOWELS,PRODUCT > SHOPPING BAGS,2,30,438,11811,7.0,4.0,1.8
PRODUCT > HYGIENE ARTICLES,PRODUCT > SHOPPING BAGS,12,183,438,11811,7.0,4.0,1.8
PRODUCT > SPARKLING WINE,PRODUCT > RED/BLUSH WINE,2,29,101,11811,7.0,1.0,8.1
PRODUCT > CHICKEN,PRODUCT > TROPICAL FRUIT,20,277,739,11811,7.0,6.0,1.2
PRODUCT > PIP FRUIT,PRODUCT > ROOT VEGETABLES,35,511,773,11811,7.0,7.0,1.0
PRODUCT > MEAT,PRODUCT > ROOT VEGETABLES,13,178,773,11811,7.0,7.0,1.1
PRODUCT > OTHER VEGETABLES,PRODUCT > ROOT VEGETABLES,102,1362,773,11811,7.0,7.0,1.1
PRODUCT > PUDDING POWDER,PRODUCT > PROCESSED CHEESE,1,14,113,11811,7.0,1.0,7.5
PRODUCT > PUDDING POWDER,PRODUCT > PICKLED VEGETABLES,1,14,123,11811,7.0,1.0,6.9
